latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
6.82243933,2.87837313,59.1398,0.8795,"POLYGON((2.87841555572212 6.8224685287848, 2.87832885777844 6.82246564014265, 2.87833070879316 6.82241013878739, 2.8784174067268 6.82241302742913, 2.87841555572212 6.8224685287848))",6FR4RVCH+X8HH
6.80421949,2.86227075,19.9515,0.7523,"POLYGON((2.86229567690091 6.80420501987521, 2.86227976495132 6.80424685392793, 2.86224582495792 6.80423395604176, 2.86226173691 6.80419212199013, 2.86229567690091 6.80420501987521))",6FR4RV36+MWJP
6.79725557,2.84826612,100.3096,0.9116,"POLYGON((2.84832621427067 6.79723311615023, 2.84828121610433 6.79731789885176, 2.8482060147788 6.7972780203182, 2.84825101295433 6.79719323762374, 2.84832621427067 6.79723311615023))",6FR4QRWX+W828
6.80423508,2.90813479,128.1176,0.8422,"POLYGON((2.90820431035599 6.80421537845982, 2.90815241490849 6.80430513623541, 2.90806526160159 6.80425479146211, 2.90811715705945 6.80416503369607, 2.90820431035599 6.80421537845982))",6FR4RW35+M7RF
6.82884690,2.90224378,36.9085,0.7866,"POLYGON((2.9022763 6.8288258, 2.9022629 6.8288807, 2.9022112 6.828868, 2.9022247 6.8288131, 2.9022763 6.8288258))",6FR4RWH2+GVQX
6.80305381,2.85395723,203.3923,0.8725,"POLYGON((2.85399826985862 6.80297382213994, 2.85399424288651 6.80299461317115, 2.85402114946897 6.8029998200391, 2.85399331995772 6.80314350225054, 2.85389283280873 6.80312405631922, 2.85392468932735 6.80295958308416, 2.85399826985862 6.80297382213994))",6FR4RV33+6HG4
6.82507881,2.88973286,55.9466,0.6550,"POLYGON((2.88977466547443 6.82505428708712, 2.88976678844965 6.82511341276173, 2.8896910560709 6.82510333316952, 2.88969893310457 6.82504420749627, 2.88977466547443 6.82505428708712))",6FR4RVGQ+2VQ3
6.79777630,2.85610120,24.9980,0.7711,"POLYGON((2.8561323612622 6.79776942458934, 2.85610804287365 6.797807460564, 2.85607003525777 6.79778318127326, 2.85609435364801 6.79774514530051, 2.8561323612622 6.79776942458934))",6FR4QVX4+4C92
6.82448140,2.89011466,51.9853,0.8664,"POLYGON((2.89015692115942 6.82446141987234, 2.89014443096458 6.82451742472306, 2.89007240132778 6.82450137634898, 2.89008489153052 6.82444537150015, 2.89015692115942 6.82446141987234))",6FR4RVFR+Q2X8
6.83477650,2.83578140,29.3103,0.7263,"POLYGON((2.83581882090842 6.8347892363061, 2.83574751418748 6.83479686656374, 2.83574396835899 6.83476376363296, 2.83581527507505 6.83475613337567, 2.83581882090842 6.8347892363061))",6FR4RRMP+W872
6.80080472,2.85304607,195.9156,0.8457,"POLYGON((2.8531409456221 6.80083750342162, 2.8530876329152 6.80088632697269, 2.85306620383191 6.80086294805195, 2.85304615401456 6.80088130958477, 2.8529533366744 6.80078004673104, 2.85302669919495 6.80071286166318, 2.8531409456221 6.80083750342162))",6FR4RV23+86F3
6.79919033,2.86913765,114.7055,0.7604,"POLYGON((2.86920211120023 6.79922012746417, 2.86908577949459 6.79923881736332, 2.86907319056678 6.79916052800919, 2.86918952225381 6.79914183811297, 2.86920211120023 6.79922012746417))",6FR4QVX9+MMCM
6.80172865,2.85093603,33.3634,0.8309,"POLYGON((2.85097154582481 6.80174446926909, 2.85090627209721 6.80175365348563, 2.85090052310514 6.80171283037763, 2.8509657968273 6.80170364616171, 2.85097154582481 6.80174446926909))",6FR4RV22+M9V5
6.79679100,2.85829997,110.0008,0.8840,"POLYGON((2.8583615879999 6.79681727347131, 2.85827060762031 6.79685118286268, 2.85823835620519 6.79676472519196, 2.85832933657047 6.79673081580633, 2.8583615879999 6.79681727347131))",6FR4QVW5+P87P
6.80132192,2.85165914,102.2479,0.9034,"POLYGON((2.85171670408549 6.80129256562425, 2.85169254350942 6.80137722398483, 2.85160157229856 6.80135128457146, 2.85162573288904 6.80126662621568, 2.85171670408549 6.80129256562425))",6FR4RV22+GMFR
6.79838275,2.84916294,146.8047,0.8468,"POLYGON((2.84924156596361 6.79838669178472, 2.84917972023763 6.79845962665085, 2.84908431531034 6.79837879724739, 2.84914616103864 6.79830586239477, 2.84924156596361 6.79838669178472))",6FR4QRXX+9M36
6.80117605,2.85464290,122.0489,0.8892,"POLYGON((2.85471352890661 6.80119243616333, 2.85465032278612 6.80124814969938, 2.85457226672516 6.80115967400648, 2.85463547284297 6.80110396048071, 2.85471352890661 6.80119243616333))",6FR4RV23+FVC4
6.80376052,2.90739167,395.0654,0.9004,"POLYGON((2.90750803678442 6.80382251129375, 2.90729023504408 6.80384473946609, 2.9072752992283 6.80369852120373, 2.90749310090226 6.80367629303712, 2.90750803678442 6.80382251129375))",6FR4RW34+GX2G
6.79818482,2.85466143,134.5441,0.9066,"POLYGON((2.85473622036435 6.79817393112105, 2.85469289470191 6.79825350013451, 2.85458664396924 6.79819569617175, 2.8546299696437 6.79811612716798, 2.85473622036435 6.79817393112105))",6FR4QVX3+7VF6
6.79922365,2.85850749,60.4090,0.6760,"POLYGON((2.85855464312909 6.79920708762408, 2.85851562539109 6.79927295410672, 2.85846031546517 6.79924021828952, 2.85849933320782 6.79917435181156, 2.85855464312909 6.79920708762408))",6FR4QVX5+MCJR
6.80385301,2.85838763,93.0192,0.8643,"POLYGON((2.85844839521049 6.80384313214663, 2.85839681116685 6.80391385366456, 2.85832686097075 6.80386287754609, 2.85837844501893 6.80379215603551, 2.85844839521049 6.80384313214663))",6FR4RV35+G9R3
6.82851148,2.90004614,126.2590,0.7035,"POLYGON((2.90012610268125 6.82852515884312, 2.90008532164958 6.82858248787369, 2.89996616388471 6.82849780906633, 2.90000694492344 6.8284404800458, 2.90012610268125 6.82852515884312))",6FR4RWH2+C23F
6.80401414,2.85985150,107.6271,0.9069,"POLYGON((2.85991650782169 6.80400098878745, 2.85985933894266 6.80407997473546, 2.85978648446672 6.80402729060624, 2.85984365335102 6.80394830466672, 2.85991650782169 6.80400098878745))",6FR4RV35+JW5C
6.82459277,2.89372668,157.1407,0.9245,"POLYGON((2.89367858993237 6.82455637458207, 2.89368551665269 6.82453269641648, 2.89380687680231 6.82456816398796, 2.89378099694327 6.82465663125802, 2.893659636774 6.82462116367596, 2.8936664112375 6.82459800598888, 2.89364106143937 6.82459059749184, 2.89365324013602 6.82454896608533, 2.89367858993237 6.82455637458207))",6FR4RVFV+RFQM
6.80350143,2.85955235,172.6275,0.8843,"POLYGON((2.85963789008032 6.80350159198508, 2.85952862823612 6.80358357801881, 2.85946681439865 6.80350127248353, 2.85957607623414 6.80341928646332, 2.85963789008032 6.80350159198508))",6FR4RV35+CR34
6.78719847,2.83464077,23.4648,0.8216,"POLYGON((2.83466196216897 6.7871757004721, 2.83465994955217 6.78722295644437, 2.83461957974528 6.78722123851245, 2.834621592366 6.78717398254047, 2.83466196216897 6.7871757004721))",6FR4QRPM+VVCW
6.80854063,2.86883374,19.7764,0.6678,"POLYGON((2.86885452563539 6.80852293742601, 2.86885088732235 6.80856654950926, 2.86883107231372 6.80856489795432, 2.86880942191508 6.80853760023036, 2.86881094816092 6.80851930529974, 2.86885452563539 6.80852293742601))",6FR4RV59+CG8P
6.79921307,2.85439077,132.5950,0.8791,"POLYGON((2.85444486143502 6.79915592387093, 2.85441417080673 6.79928818875967, 2.8543366853822 6.79927022472655, 2.85436737603071 6.79913795984313, 2.85444486143502 6.79915592387093))",6FR4QVX3+MQJG
6.83243662,2.91166493,55.1350,0.7007,"POLYGON((2.91171238890249 6.83243924854875, 2.91165718250328 6.83248349794602, 2.91161745820677 6.83243398716387, 2.91167266460444 6.83238973777064, 2.91171238890249 6.83243924854875))",6FR4RWJ6+XMFF
6.79933971,2.85094491,178.1619,0.9286,"POLYGON((2.8509321218433 6.79942609777549, 2.8508587624167 6.7993542901338, 2.85095768980182 6.7992533127686, 2.85103104922846 6.79932512039553, 2.8509321218433 6.79942609777549))",6FR4QVX2+P9PC
6.79875887,2.85056681,206.4032,0.9277,"POLYGON((2.85065842141583 6.79873268815816, 2.85055652775722 6.7988535567381, 2.85047519099692 6.79878504831376, 2.85057708466067 6.79866417975073, 2.85065842141583 6.79873268815816))",6FR4QVX2+G646
6.82509834,2.89297580,46.4146,0.7606,"POLYGON((2.89301693925111 6.82507813081524, 2.89301192966754 6.82512653981462, 2.89293465726104 6.82511855113033, 2.89293966685224 6.82507014213182, 2.89301693925111 6.82507813081524))",6FR4RVGV+25QR
6.83352806,2.91042580,126.3130,0.8416,"POLYGON((2.91048803655602 6.83348866731951, 2.91044350202711 6.83359952595541, 2.91036357574806 6.83356745023091, 2.91040811029152 6.83345659160209, 2.91048803655602 6.83348866731951))",6FR4RWM6+C574
6.80367351,2.85965813,132.9246,0.8209,"POLYGON((2.85964690215146 6.80374897370772, 2.85958380788385 6.80369089589135, 2.85966935463792 6.80359804256749, 2.85973244890417 6.80365612037291, 2.85964690215146 6.80374897370772))",6FR4RV35+FV7R
6.82224245,2.88455513,170.0403,0.8914,"POLYGON((2.88463707365022 6.82222730337129, 2.88456467167393 6.82232519135142, 2.88447318119608 6.82225758659603, 2.88454558317992 6.82215969863, 2.88463707365022 6.82222730337129))",6FR4RVCM+VRVQ
6.83587336,2.87679773,11.2203,0.6586,"POLYGON((2.87681212850968 6.83585678235355, 2.87680881962056 6.83589231368322, 2.87678331754984 6.83588994120925, 2.87678662644079 6.83585440987975, 2.87681212850968 6.83585678235355))",6FR4RVPG+8PVW
6.80366442,2.90725273,8.3216,0.7309,"POLYGON((2.90726534477479 6.80365035729255, 2.90726211800561 6.80368081140138, 2.9072401082942 6.80367848142913, 2.90724333506469 6.80364802732109, 2.90726534477479 6.80365035729255))",6FR4RW34+FW6C
6.80400592,2.90763332,89.7935,0.8720,"POLYGON((2.90767556072205 6.80404967946933, 2.90759638865766 6.80405423772548, 2.90759108292811 6.80396216465341, 2.90767025497742 6.80395760639787, 2.90767556072205 6.80404967946933))",6FR4RW35+J327
6.79702874,2.85839657,174.8747,0.8365,"POLYGON((2.8584808 6.7970536, 2.8583414 6.797097, 2.8583123 6.7970039, 2.8584518 6.7969605, 2.8584808 6.7970536))",6FR4QVW5+R964
6.79927700,2.85392942,12.7316,0.7168,"POLYGON((2.85394990230514 6.79926698769368, 2.85394070089411 6.79929680058941, 2.85390894031297 6.79928700656679, 2.85391814172558 6.79925719367184, 2.85394990230514 6.79926698769368))",6FR4QVX3+PH74
6.83341620,2.91077517,14.9305,0.6735,"POLYGON((2.91078436028575 6.83344005710969, 2.91075635227063 6.83343350970312, 2.91076598643387 6.83339233915779, 2.91079399444668 6.83339888656404, 2.91078436028575 6.83344005710969))",6FR4RWM6+986Q
6.80527694,2.90606578,158.8316,0.8647,"POLYGON((2.90613716888941 6.80531417529106, 2.90603304745772 6.80535047555085, 2.90599439338569 6.80523970173013, 2.90609851479634 6.80520340147808, 2.90613716888941 6.80531417529106))",6FR4RW44+4C82
6.79889195,2.85218802,190.8548,0.8252,"POLYGON((2.85227463985098 6.79890411570672, 2.85217782424029 6.79899317471624, 2.85215552871018 6.79896895838499, 2.8521765144809 6.79894965394197, 2.85210278796528 6.79886957572919, 2.85217861780092 6.79879982117933, 2.85227463985098 6.79890411570672))",6FR4QVX2+HV4J
6.80011897,2.84964358,120.5322,0.8824,"POLYGON((2.84971337100941 6.80010834196245, 2.84966588228066 6.80018591420959, 2.84957380260934 6.80012959340999, 2.84962129134692 6.80005202117193, 2.84971337100941 6.80010834196245))",6FR4RR2X+2VRP
6.80249030,2.85790782,32.6402,0.7816,"POLYGON((2.85793964391057 6.80247249397262, 2.85792464052259 6.80252264854409, 2.85787598314085 6.8025081058763, 2.85789098653336 6.80245795130641, 2.85793964391057 6.80247249397262))",6FR4RV25+X5VJ
6.79115390,2.83820278,44.1583,0.8743,"POLYGON((2.83824218054951 6.79113786938666, 2.83822288081843 6.79119137591655, 2.83816339470072 6.7911699372689, 2.83818269443742 6.79111643074152, 2.83824218054951 6.79113786938666))",6FR4QRRQ+F783
6.82481681,2.89290450,36.8481,0.6628,"POLYGON((2.89293525874846 6.82484237105874, 2.89286988043011 6.82483682798169, 2.89287374879196 6.82479124685398, 2.89293912710429 6.82479678993067, 2.89293525874846 6.82484237105874))",6FR4RVFV+W5CQ
6.79706196,2.85978802,10.9777,0.6615,"POLYGON((2.85980805078499 6.79706876860294, 2.85977980437652 6.79708145997172, 2.8597679621161 6.79705512603381, 2.85979620852333 6.79704243466563, 2.85980805078499 6.79706876860294))",6FR4QVW5+RWFC
6.82054662,2.88474386,78.3572,0.8250,"POLYGON((2.88479677991895 6.82052678752428, 2.88476268142565 6.82059987902678, 2.88469095465465 6.82056644928787, 2.884725053156 6.82049335779086, 2.88479677991895 6.82052678752428))",6FR4RVCM+6V9X
6.79867266,2.85030871,73.6636,0.7683,"POLYGON((2.85036376589626 6.79863468172805, 2.85029335322162 6.79873773650317, 2.85025365088623 6.79871063319691, 2.85032406356494 6.79860757842754, 2.85036376589626 6.79863468172805))",6FR4QVX2+F47X
6.80181251,2.85666348,46.0218,0.7113,"POLYGON((2.85666379318724 6.80185680196882, 2.85662125783167 6.80182597519242, 2.85666315653686 6.80176821345436, 2.8567056918908 6.8017990402262, 2.85666379318724 6.80185680196882))",6FR4RV24+PMFC
6.80499510,2.90800629,185.5308,0.9335,"POLYGON((2.90809536242361 6.80499239806591, 2.90803614131629 6.80507902346794, 2.9079172217801 6.80499779721356, 2.90797644289835 6.80491117182587, 2.90809536242361 6.80499239806591))",6FR4RW35+X6RR
6.79919992,2.85301719,14.6566,0.7178,"POLYGON((2.85304134608469 6.79920361008606, 2.85301442856341 6.79922419810733, 2.85299301553404 6.79919622626434, 2.85301993305471 6.79917563824443, 2.85304134608469 6.79920361008606))",6FR4QVX3+M6CW
6.79700224,2.85961178,120.6604,0.9031,"POLYGON((2.85967706423473 6.79702825185047, 2.85957954675821 6.79706466340879, 2.85954649639156 6.79697622394461, 2.85964401385247 6.79693981239288, 2.85967706423473 6.79702825185047))",6FR4QVW5+RR54
6.79617963,2.86035391,168.4095,0.8984,"POLYGON((2.86042831919009 6.79621725023585, 2.86032885607015 6.79625913072006, 2.86027949605693 6.79614200459478, 2.8603789591566 6.79610012412013, 2.86042831919009 6.79621725023585))",6FR4QVW6+F4H3
6.80190997,2.85745579,154.4840,0.9006,"POLYGON((2.85751537183551 6.80185623161115, 2.85749568177391 6.80197958510441, 2.857396207456 6.80196372067719, 2.85741589754212 6.80184036718836, 2.85751537183551 6.80185623161115))",6FR4RV24+QX88
6.80457358,2.90589208,170.1406,0.8668,"POLYGON((2.90597521617333 6.804565474486, 2.90589069963372 6.80465706208068, 2.90580894496997 6.80458168656384, 2.90589346151158 6.80449009898325, 2.90597521617333 6.804565474486))",6FR4RW34+R9CW
6.80016089,2.85531167,154.1827,0.8953,"POLYGON((2.85537487873539 6.80021212145526, 2.85528305679133 6.80023704058122, 2.85524845803649 6.80010966240662, 2.85534027995781 6.80008474328654, 2.85537487873539 6.80021212145526))",6FR4RV24+347H
6.80458969,2.90661374,25.0165,0.7578,"POLYGON((2.90664577293158 6.80458574650538, 2.90662419147889 6.80462021144892, 2.90658171148469 6.80459363480178, 2.90660329293889 6.80455916985995, 2.90664577293158 6.80458574650538))",6FR4RW34+RJQG
6.80185916,2.86050670,14.2128,0.7378,"POLYGON((2.86052722883287 6.80187265435185, 2.86049955150508 6.80188265445075, 2.86048617373919 6.80184566131917, 2.86051385106565 6.80183566122099, 2.86052722883287 6.80187265435185))",6FR4RV26+P6R6
6.78841348,2.83469768,72.0625,0.8096,"POLYGON((2.83473955606661 6.78836413169033, 2.83470238659358 6.78847802613051, 2.83465580952598 6.78846283820986, 2.83469297900856 6.78834894377357, 2.83473955606661 6.78836413169033))",6FR4QRQM+9V8F
6.80915524,2.86891190,134.7280,0.8945,"POLYGON((2.86898556508896 6.8091472968636, 2.86891991728261 6.80922886178604, 2.86883823811365 6.80916318189735, 2.86890388592442 6.80908161698592, 2.86898556508896 6.8091472968636))",6FR4RV59+MH76
6.80076911,2.85775559,16.6872,0.7383,"POLYGON((2.85777964501429 6.80075869061815, 2.85776242033669 6.8007944134284, 2.8577315443722 6.80077953881596, 2.85774876905148 6.80074381600685, 2.85777964501429 6.80075869061815))",6FR4RV25+842J
6.82858788,2.89968719,126.4870,0.8246,"POLYGON((2.8997684354705 6.82857341873417, 2.89964502500179 6.82865879047905, 2.89960593794159 6.82860234365781, 2.8997293484015 6.82851697192125, 2.8997684354705 6.82857341873417))",6FR4RVHX+CVMH
6.80037364,2.85207837,221.1163,0.8816,"POLYGON((2.8520402928055 6.8003204614841, 2.85204551603186 6.80030093046719, 2.85216702090402 6.80033339640002, 2.85213594316467 6.80044960432388, 2.85198662271883 6.80040970610118, 2.85201247726355 6.80031302920482, 2.8520402928055 6.8003204614841))",6FR4RV22+4RWW
6.82514913,2.89368387,42.4906,0.7944,"POLYGON((2.89371524838829 6.82511243637992, 2.89369010336644 6.82519698840439, 2.89365249230545 6.82518581415084, 2.89367763733417 6.82510126212861, 2.89371524838829 6.82511243637992))",6FR4RVGV+3F3X
6.81247416,2.84122916,13.2129,0.7201,"POLYGON((2.84124647518141 6.81245846396135, 2.84124166374458 6.81249390703261, 2.84121184768546 6.81248986321142, 2.8412166591245 6.81245442014055, 2.84124647518141 6.81245846396135))",6FR4RR6R+XFQV
6.80373208,2.90537573,89.7706,0.8592,"POLYGON((2.90541850958811 6.8036821044668, 2.90539506709101 6.80379495407261, 2.90533295158821 6.80378206213661, 2.9053563940992 6.8036692125338, 2.90541850958811 6.8036821044668))",6FR4RW34+F5R6
6.79838880,2.85540606,63.0708,0.8425,"POLYGON((2.85545743830663 6.79839720689819, 2.85541443830298 6.79844016261975, 2.85535467825491 6.79838039273424, 2.85539767825824 6.7983374370178, 2.85545743830663 6.79839720689819))",6FR4QVX4+952H
6.79779965,2.85555259,125.3668,0.7595,"POLYGON((2.8556201838178 6.79778376928663, 2.85556290267248 6.79787465183012, 2.85549468339159 6.79783169191098, 2.85552453508708 6.79778432908211, 2.85549903166693 6.79776826873767, 2.85552646112562 6.79772474903291, 2.8556201838178 6.79778376928663))",6FR4QVX4+467W
6.83629343,2.89916156,14.2476,0.6793,"POLYGON((2.89917739028896 6.83627527852763, 2.89917950798075 6.83630949470039, 2.89914571863099 6.83631158382955, 2.89914360094136 6.83627736765661, 2.89917739028896 6.83627527852763))",6FR4RVPX+GM7J
6.79766022,2.85597482,80.5993,0.6540,"POLYGON((2.85596094508114 6.79759911451718, 2.85603351950407 6.79768219753621, 2.85598868487799 6.79772132756599, 2.85591611045644 6.79763824454154, 2.85596094508114 6.79759911451718))",6FR4QVX4+399C
6.82791146,2.90149881,139.6909,0.9351,"POLYGON((2.90156195685583 6.8278646089743, 2.90151724743711 6.82798788185094, 2.90143566440549 6.82795832206878, 2.9014803738423 6.8278350491997, 2.90156195685583 6.8278646089743))",6FR4RWH2+5H9H
6.80346636,2.86108642,129.6351,0.9033,"POLYGON((2.86115460778596 6.80343903719239, 2.86109918800561 6.80353866457894, 2.86101823223071 6.80349367119657, 2.86107365202216 6.80339404381928, 2.86115460778596 6.80343903719239))",6FR4RV36+9CPQ
6.80293520,2.85420065,90.5466,0.7275,"POLYGON((2.8542541 6.8029063, 2.8542293 6.8029887, 2.8541472 6.8029641, 2.854172 6.8028817, 2.8542541 6.8029063))",6FR4RV33+5MGF
6.83623430,2.91019488,80.6954,0.8964,"POLYGON((2.91025036669317 6.83625190895028, 2.91016432931347 6.83628383580215, 2.91013938790223 6.83621669188388, 2.91022542527154 6.83618476503622, 2.91025036669317 6.83625190895028))",6FR4RWP6+F3W6
6.82023317,2.88269766,15.9571,0.7661,"POLYGON((2.88272308670697 6.82023924119911, 2.88268402637638 6.82025546296759, 2.88267223010541 6.8202270859725, 2.88271129043396 6.82021086420457, 2.88272308670697 6.82023924119911))",6FR4RVCM+33W7
6.83227991,2.91042316,133.0197,0.8852,"POLYGON((2.91048856676048 6.83224588617832, 2.91046211817102 6.83234247990553, 2.91035776068926 6.83231393430973, 2.91038420929779 6.83221734058835, 2.91048856676048 6.83224588617832))",6FR4RWJ6+W574
6.79753810,2.85009120,12.6186,0.7343,"POLYGON((2.85011227564917 6.79752973926075, 2.8500990163981 6.79755937467361, 2.85007011561205 6.7975464552472, 2.85008337486482 6.79751681983528, 2.85011227564917 6.79752973926075))",6FR4QVX2+228H
6.78814433,2.83432654,132.2760,0.8494,"POLYGON((2.83439741593738 6.78812314482528, 2.83433508667592 6.78821777889219, 2.83425566534841 6.78816551227306, 2.83431799461782 6.78807087821682, 2.83439741593738 6.78812314482528))",6FR4QRQM+7P4M
6.79622855,2.84913055,25.6538,0.8017,"POLYGON((2.84915781349242 6.79621088295873, 2.84915187334096 6.7962530439823, 2.84910327715052 6.79624620302809, 2.84910921730605 6.79620404200526, 2.84915781349242 6.79621088295873))",6FR4QRWX+FMR2
6.80182412,2.85551365,102.0874,0.8760,"POLYGON((2.85557162125645 6.80179510185826, 2.85553401338446 6.80188565057604, 2.85545568321684 6.80185314609176, 2.85549329110071 6.80176259738007, 2.85557162125645 6.80179510185826))",6FR4RV24+P6CV
6.80175613,2.85938483,148.5974,0.8365,"POLYGON((2.8594428 6.8017041, 2.8594328 6.8018175, 2.8593268 6.8018081, 2.8593369 6.8016948, 2.8594428 6.8017041))",6FR4RV25+PQ27
6.82181966,2.88320915,231.1190,0.8517,"POLYGON((2.88323030419588 6.82172518259993, 2.88321933830841 6.82175517617959, 2.88329154990661 6.8217815518475, 2.88324292895952 6.82191453846588, 2.8831277387603 6.82187246462831, 2.88318732562467 6.82170948444333, 2.88323030419588 6.82172518259993))",6FR4RVCM+P7GP
6.79833288,2.85413928,68.1215,0.8412,"POLYGON((2.85417681249825 6.79828500826224, 2.8541503221245 6.79839269065762, 2.85410173337023 6.79838074793604, 2.85412822375398 6.79827306554341, 2.85417681249825 6.79828500826224))",6FR4QVX3+8MJ7
6.80162938,2.85646290,191.4477,0.9128,"POLYGON((2.85652959836431 6.80156689280307, 2.85649733868335 6.80171402311621, 2.85639621116742 6.80169186945567, 2.85642847087738 6.80154473914974, 2.85652959836431 6.80156689280307))",6FR4RV24+MH45
6.82172682,2.88512119,144.5682,0.8992,"POLYGON((2.88519839739467 6.82172260640582, 2.88511212321987 6.82180357536018, 2.88504397968628 6.82173103692854, 2.88513025385891 6.82165006798612, 2.88519839739467 6.82172260640582))",6FR4RVCP+M2X5
6.79947792,2.85482833,189.0831,0.8616,"POLYGON((2.85491743897562 6.7994568439299, 2.85488287465317 6.79955144376178, 2.85473923306217 6.79949900649454, 2.8547737974087 6.79940440667323, 2.85491743897562 6.7994568439299))",6FR4QVX3+QWW4
6.80438654,2.90574604,93.6664,0.7136,"POLYGON((2.90580355330704 6.80436205045932, 2.90575763513332 6.80444793189509, 2.90568853617023 6.80441101969848, 2.90573445435275 6.80432513826884, 2.90580355330704 6.80436205045932))",6FR4RW34+Q75H
6.80370057,2.90553558,85.1048,0.7949,"POLYGON((2.9055830948983 6.80366557086356, 2.90556585458033 6.80375121699066, 2.90548806728378 6.80373557252844, 2.90550530761495 6.80364992640431, 2.9055830948983 6.80366557086356))",6FR4RW34+F6M2
6.79919596,2.85160207,126.0258,0.8244,"POLYGON((2.85167178788286 6.79917909740908, 2.85161454459685 6.79926656171305, 2.85153235738277 6.79921281888294, 2.85158960067671 6.79912535458859, 2.85167178788286 6.79917909740908))",6FR4QVX2+MJHV
6.79736874,2.85739034,74.1610,0.6904,"POLYGON((2.85744533068544 6.79737956939367, 2.85736488387215 6.79741864406718, 2.85733535438492 6.7973579011969, 2.85741580119032 6.79731882652811, 2.85744533068544 6.79737956939367))",6FR4QVW4+WXRM
6.80191659,2.85958511,53.0019,0.7870,"POLYGON((2.85960688342689 6.80186880107297, 2.85960896393085 6.80196337131422, 2.85956333676113 6.80196437420611, 2.85956125626609 6.80186980396488, 2.85960688342689 6.80186880107297))",6FR4RV25+QR8P
6.79590958,2.85000009,35.0027,0.7925,"POLYGON((2.85003687218114 6.79589978711955, 2.85000314766821 6.79594751116963, 2.84996329370059 6.79591937218, 2.84999701821525 6.79587164813285, 2.85003687218114 6.79589978711955))",6FR4QVW2+9266
6.79764001,2.85536344,13.8471,0.6726,"POLYGON((2.85538611901291 6.79763280374515, 2.85536864452041 6.79766321974424, 2.85534075966233 6.79764721324753, 2.85535823415551 6.79761679724963, 2.85538611901291 6.79763280374515))",6FR4QVX4+345P
6.83525526,2.91048439,11.8025,0.6896,"POLYGON((2.91050629363203 6.83525918393287, 2.91047525499056 6.83527556229104, 2.91046246028453 6.83525133979124, 2.91049349892478 6.83523496143389, 2.91050629363203 6.83525918393287))",6FR4RWP6+4558
6.83289193,2.90946263,299.7466,0.9290,"POLYGON((2.90958709370629 6.83291832528055, 2.90936102999579 6.83296847097479, 2.90933817354524 6.832865535025, 2.9095642372096 6.83281538934079, 2.90958709370629 6.83291832528055))",6FR4RWM5+5Q4Q
6.80021399,2.85245436,11.3869,0.6796,"POLYGON((2.85246891228728 6.80019590081835, 2.85246246779465 6.80023574590356, 2.85243978381081 6.80023208022826, 2.85244622830529 6.80019223514334, 2.85246891228728 6.80019590081835))",6FR4RV22+3XPG
6.79631469,2.85983248,13.3765,0.7042,"POLYGON((2.85984809793731 6.7962970901455, 2.85984695153216 6.79633323820822, 2.85981684138253 6.79633228410766, 2.85981798778978 6.79629613604506, 2.85984809793731 6.7962970901455))",6FR4QVW5+GWGG
6.78869020,2.83533969,53.9644,0.7294,"POLYGON((2.83538589075217 6.78865424435117, 2.83532731367191 6.78874739328978, 2.8352934917223 6.7887261417592, 2.83535206880716 6.7886329928257, 2.83538589075217 6.78865424435117))",6FR4QRQP+F4GQ
6.82240386,2.88283020,134.3924,0.8996,"POLYGON((2.88289786828468 6.82237372286783, 2.88286492871758 6.82246926807267, 2.88276251661289 6.82243399524002, 2.88279545619763 6.82233845004232, 2.88289786828468 6.82237372286783))",6FR4RVCM+X484
6.83189124,2.91091172,30.0847,0.8120,"POLYGON((2.91094709015813 6.83189805808391, 2.91089366171736 6.83192240724995, 2.91087633911506 6.83188443519765, 2.9109297675524 6.83186008603347, 2.91094709015813 6.83189805808391))",6FR4RWJ6+Q93J
6.83357073,2.91193815,30.0931,0.7911,"POLYGON((2.91197392817207 6.83357785008365, 2.91191771087262 6.83360092189463, 2.91190238211395 6.83356360936214, 2.91195859940978 6.8335405375531, 2.91197392817207 6.83357785008365))",6FR4RWM6+CQGR
6.83564445,2.91063635,11.8475,0.7035,"POLYGON((2.91065709291588 6.83565359035406, 2.91062062107014 6.83566076865704, 2.91061560245901 6.83563529594715, 2.91065207430287 6.83562811764457, 2.91065709291588 6.83565359035406))",6FR4RWP6+772M
6.78699891,2.83518935,122.2401,0.8988,"POLYGON((2.8352276225762 6.78693262175312, 2.83522549942709 6.78706638571663, 2.83515108655026 6.78706520556775, 2.8351532097199 6.78693144160598, 2.8352276225762 6.78693262175312))",6FR4QRPP+Q3WR
6.82271219,2.88211858,246.5984,0.9311,"POLYGON((2.88221468993251 6.82264900689078, 2.88210403235485 6.82282624679942, 2.88202246616669 6.82277537123207, 2.88213312376066 6.82259813134318, 2.88221468993251 6.82264900689078))",6FR4RVFJ+3RQH
6.80174242,2.85697233,122.2852,0.8986,"POLYGON((2.85703226135566 6.80170449907873, 2.85700153531703 6.80180703386469, 2.85691239299049 6.80178034455914, 2.85694311904612 6.80167780977913, 2.85703226135566 6.80170449907873))",6FR4RV24+MQXJ
6.79669448,2.85861093,139.2149,0.8975,"POLYGON((2.85867091442759 6.79674214205373, 2.85858039360696 6.79676473232634, 2.85855094167365 6.79664681759867, 2.85864146247341 6.79662422733118, 2.85867091442759 6.79674214205373))",6FR4QVW5+MCHP
