latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
6.79726850,2.85375640,156.7671,0.8591,"POLYGON((2.8538284399217 6.79730406233619, 2.85371071266487 6.79733457720262, 2.8536843484216 6.79723295067569, 2.85380207565523 6.79720243581514, 2.8538284399217 6.79730406233619))",6FR4QVW3+WG2J
6.79980357,2.85462158,81.5638,0.7897,"POLYGON((2.85467303621115 6.79977061773772, 2.85462742729817 6.79986437163584, 2.85457011796649 6.79983651637832, 2.85461572688676 6.79974276248536, 2.85467303621115 6.79977061773772))",6FR4QVX3+WRH5
6.79829537,2.85118802,311.4818,0.9248,"POLYGON((2.85130693094099 6.79823373420726, 2.85114757325386 6.79842301238287, 2.85106910736428 6.7983570072634, 2.85122846505923 6.79816772911336, 2.85130693094099 6.79823373420726))",6FR4QVX2+8F8R
6.79667825,2.85874974,62.9995,0.8336,"POLYGON((2.85879814717695 6.79670035705501, 2.85870922295437 6.79671275375214, 2.85870132525451 6.79665615041422, 2.85879024946669 6.79664375371689, 2.85879814717695 6.79670035705501))",6FR4QVW5+MFH5
6.79798602,2.85018913,97.8518,0.8207,"POLYGON((2.85025515967675 6.79799494728551, 2.850208587209 6.79805792481488, 2.85017107145454 6.7980302055313, 2.85018667805005 6.798009101547, 2.8501200180657 6.7979598484374, 2.85015098394322 6.79791797489943, 2.85025515967675 6.79799494728551))",6FR4QVX2+53WC
6.82921386,2.90094104,643.3262,0.9380,"POLYGON((2.90112322386844 6.82920480005724, 2.90106038649586 6.8293517384388, 2.90075884764316 6.82922291533286, 2.90082168508968 6.82907597699082, 2.90112322386844 6.82920480005724))",6FR4RWH2+M9PC
6.80270667,2.85650724,22.2832,0.7915,"POLYGON((2.85652650686942 6.8026795988611, 2.85651854954623 6.80273790512297, 2.8564879896711 6.80273373816099, 2.85649594699789 6.80267543189968, 2.85652650686942 6.8026795988611))",6FR4RV34+3JJ6
6.80277844,2.85926372,117.6932,0.7598,"POLYGON((2.859333108713 6.80277109631438, 2.85928297972617 6.80284547754713, 2.85919432953134 6.80278578484406, 2.85924445852554 6.80271140361988, 2.859333108713 6.80277109631438))",6FR4RV35+4P63
6.79930640,2.85173644,299.2956,0.8970,"POLYGON((2.85183743678422 6.79924675797787, 2.85175728414293 6.79937052365, 2.85178189004193 6.79938644497254, 2.8517530633851 6.79943095690938, 2.85163287859965 6.79935319094856, 2.85174185791723 6.79918491336267, 2.85183743678422 6.79924675797787))",6FR4QVX2+PMH8
6.79886844,2.84994882,10.4532,0.6819,"POLYGON((2.84996754618133 6.79885973906722, 2.84995816545691 6.79888684968086, 2.84993011544218 6.79887715232685, 2.84993949616785 6.7988500417135, 2.84996754618133 6.79885973906722))",6FR4QRXX+GXWM
6.83240128,2.91038772,53.1529,0.6988,"POLYGON((2.91043147208279 6.8323818868697, 2.91042033662053 6.83243630088873, 2.91034396348621 6.83242068740583, 2.91035509895677 6.83236627338977, 2.91043147208279 6.8323818868697))",6FR4RWJ6+X563
6.81896763,2.88917642,15.0322,0.7531,"POLYGON((2.88920124726775 6.8189717593253, 2.88916603750752 6.81899056440556, 2.88915157583456 6.81896351282301, 2.88918678559335 6.81894470774369, 2.88920124726775 6.8189717593253))",6FR4RV9Q+HMMP
6.80118190,2.85480962,117.7232,0.8783,"POLYGON((2.85487404546941 6.80115531281814, 2.8548461227931 6.80124125750561, 2.85474519865104 6.80120849688885, 2.85477312134325 6.80112255220743, 2.85487404546941 6.80115531281814))",6FR4RV23+FWF9
6.82203692,2.87820370,157.2459,0.9363,"POLYGON((2.87827903751803 6.82206396969646, 2.87817721508901 6.82211242691252, 2.87812836710055 6.82200988241316, 2.87823018951261 6.82196142520686, 2.87827903751803 6.82206396969646))",6FR4RVCH+R78G
6.79964097,2.85540154,137.5081,0.8886,"POLYGON((2.85547620553742 6.7996485819079, 2.85538622112272 6.79971440333708, 2.85532687706599 6.79963334476061, 2.85541686147437 6.79956752334271, 2.85547620553742 6.7996485819079))",6FR4QVX4+V52Q
6.79876040,2.85416859,202.6425,0.8642,"POLYGON((2.85424239568529 6.79869509912307, 2.85418521038601 6.79885751042962, 2.85409478456597 6.79882569893932, 2.85415196989189 6.79866328764421, 2.85424239568529 6.79869509912307))",6FR4QVX3+GM3F
6.82920952,2.90414115,32.2786,0.7608,"POLYGON((2.90417659545097 6.82919535968782, 2.90416919981842 6.82923540328544, 2.90410570337143 6.8292236878291, 2.904113099009 6.82918364423229, 2.90417659545097 6.82919535968782))",6FR4RWH3+MMJ8
6.83318164,2.91170210,32.0706,0.7446,"POLYGON((2.91173834027746 6.83318972552588, 2.91168287889914 6.83321339173867, 2.91166586112186 6.8331735512293, 2.91172132249623 6.83314988501831, 2.91173834027746 6.83318972552588))",6FR4RWM6+7MG7
6.82096662,2.88304433,154.2801,0.8829,"POLYGON((2.88310412958007 6.8209888596192, 2.8830716380225 6.82097827492219, 2.88305168666599 6.82103946020139, 2.88296737417538 6.8210119939099, 2.88300075059601 6.8209096377256, 2.88308506307087 6.82093710401117, 2.88309903716299 6.82089424932664, 2.88313152871559 6.82090483402171, 2.88310412958007 6.8209888596192))",6FR4RVCM+96MM
6.80032095,2.85303975,195.1642,0.8949,"POLYGON((2.85312994494007 6.80031780872267, 2.85302327676632 6.80040963851095, 2.85294955523615 6.80032407942621, 2.85305622340426 6.80023224965382, 2.85312994494007 6.80031780872267))",6FR4RV23+46FV
6.79705267,2.85380955,34.7618,0.6970,"POLYGON((2.8538295 6.7970194, 2.853834 6.7970828, 2.8537896 6.797086, 2.8537851 6.7970225, 2.8538295 6.7970194))",6FR4QVW3+RGF5
6.82867178,2.90276508,12.9701,0.7145,"POLYGON((2.90278282313986 6.82865711315104, 2.9027810481407 6.82868836037501, 2.90274734610731 6.82868644783099, 2.90274912110851 6.82865520060714, 2.90278282313986 6.82865711315104))",6FR4RWH3+F46V
6.79721854,2.85552139,109.6566,0.8976,"POLYGON((2.85558794511839 6.79718689003828, 2.85558528720624 6.79725525176361, 2.8554548328735 6.79725018403045, 2.85545749080389 6.79718182230621, 2.85558794511839 6.79718689003828))",6FR4QVW4+V6JP
6.80291428,2.85930109,119.6640,0.8766,"POLYGON((2.85937038017993 6.80290432870558, 2.85931789767434 6.80298220207174, 2.85923180500107 6.80292423150315, 2.85928428751361 6.80284635814697, 2.85937038017993 6.80290432870558))",6FR4RV35+5P7G
6.79927699,2.85448469,212.1812,0.9052,"POLYGON((2.85456475108981 6.79921649451758, 2.85449554461297 6.79937672314446, 2.85440463053141 6.79933748935697, 2.85447383703231 6.79917726074312, 2.85456475108981 6.79921649451758))",6FR4QVX3+PQ94
6.80354947,2.88225872,13.1091,0.7876,"POLYGON((2.8822798226445 6.80354000572011, 2.88226972614183 6.8035698206685, 2.88223759480321 6.80355894939853, 2.88224769130757 6.80352913445091, 2.8822798226445 6.80354000572011))",6FR4RV3J+CW6V
6.78804541,2.84697270,52.6494,0.8217,"POLYGON((2.84696808103507 6.78809471735758, 2.84692734616356 6.78806533531043, 2.84697731970969 6.78799610961177, 2.84701805457871 6.78802549165463, 2.84696808103507 6.78809471735758))",6FR4QRQW+6Q9R
6.79420234,2.84303187,20.2296,0.7944,"POLYGON((2.84302931465548 6.79423127914668, 2.84300306056787 6.79420612885283, 2.8430344252819 6.79417341536619, 2.84306067936919 6.79419856565862, 2.84302931465548 6.79423127914668))",6FR4QRVV+M6M2
6.80450350,2.90819041,70.5065,0.8374,"POLYGON((2.90823565839818 6.80447339724405, 2.90823024608792 6.80454045882595, 2.9081451641987 6.80453359827095, 2.90815057652057 6.80446653669009, 2.90823565839818 6.80447339724405))",6FR4RW35+R742
6.82934423,2.90458161,77.4022,0.8455,"POLYGON((2.90461719000573 6.82929234465351, 2.90460140187247 6.82940393880194, 2.90454601143927 6.82939611006931, 2.90456179958509 6.82928451592284, 2.90461719000573 6.82929234465351))",6FR4RWH3+PRPP
6.82800711,2.90161239,110.6070,0.7811,"POLYGON((2.90166957927212 6.82797174480372, 2.90165240354084 6.82806113363261, 2.90155519839489 6.82804247451544, 2.9015723741434 6.82795308569037, 2.90166957927212 6.82797174480372))",6FR4RWH2+6J58
6.79783935,2.85603689,156.0843,0.9166,"POLYGON((2.85602988799055 6.79791949220646, 2.85595684833296 6.79784771693968, 2.85604390211806 6.79775920608078, 2.85611694177571 6.79783098133463, 2.85602988799055 6.79791949220646))",6FR4QVX4+4CMC
6.82114395,2.88385067,83.5389,0.7601,"POLYGON((2.88384178974436 6.82120559193137, 2.88379232181099 6.82116579928493, 2.88385954151546 6.8210823159534, 2.88390900944604 6.82112210859303, 2.88384178974436 6.82120559193137))",6FR4RVCM+FG5J
6.79966108,2.85970030,28.5298,0.7497,"POLYGON((2.85973211516756 6.79964462750276, 2.85970172128032 6.79969685564996, 2.85966847725381 6.79967752631457, 2.85969887114371 6.79962529816967, 2.85973211516756 6.79964462750276))",6FR4QVX5+VV8F
6.80144873,2.86021043,18.4798,0.7128,"POLYGON((2.8602270461229 6.80142666750135, 2.86022956263246 6.80146863749143, 2.86019382730074 6.80147077828907, 2.8601913107946 6.80142880829858, 2.8602270461229 6.80142666750135))",6FR4RV26+H3GW
6.79213582,2.84038282,63.5841,0.8690,"POLYGON((2.8404375551603 6.79213724242271, 2.84040914467329 6.79218381387281, 2.84032808335583 6.79213440464643, 2.8403564938478 6.79208783320103, 2.8404375551603 6.79213724242271))",6FR4QRRR+V52F
6.79726282,2.85527925,141.7388,0.9059,"POLYGON((2.85535650562397 6.79726763654041, 2.8552951672888 6.7973385389784, 2.85520200600605 6.79725801367374, 2.85526334434462 6.79718711124777, 2.85535650562397 6.79726763654041))",6FR4QVW4+W42H
6.82619664,2.89644589,12.6114,0.6763,"POLYGON((2.89645713181046 6.82621760844185, 2.8964316072165 6.82621568478715, 2.89643462616172 6.82617566638411, 2.8964601507533 6.8261775900384, 2.89645713181046 6.82621760844185))",6FR4RVGW+FHGV
6.82263151,2.87855390,22.9588,0.7608,"POLYGON((2.8785728425198 6.82260743978622, 2.87857631820439 6.8226523767502, 2.87853494944374 6.82265557335076, 2.87853147376312 6.82261063638653, 2.8785728425198 6.82260743978622))",6FR4RVFH+3C38
6.80342641,2.85366137,100.8415,0.8424,"POLYGON((2.8537042 6.803378, 2.8537011 6.8034774, 2.8536185 6.8034748, 2.8536217 6.8033754, 2.8537042 6.803378))",6FR4RV33+9FF2
6.80021418,2.85235845,177.7300,0.8802,"POLYGON((2.85244122639905 6.80018658454525, 2.8524103069614 6.80028433384886, 2.85227567069202 6.80024178372725, 2.85230659015385 6.80014403443255, 2.85244122639905 6.80018658454525))",6FR4RV22+3WQF
6.80086905,2.85681440,69.1764,0.8763,"POLYGON((2.85686516093045 6.80084449158304, 2.85685970418243 6.80090263258646, 2.85676363915341 6.80089362441624, 2.85676909591286 6.80083548341406, 2.85686516093045 6.80084449158304))",6FR4RV24+8PWJ
6.80166977,2.85998622,104.7348,0.7878,"POLYGON((2.86004378178452 6.80168935888725, 2.85998570345831 6.80171089823354, 2.85999587373452 6.80173829707996, 2.85997084282113 6.80174758022221, 2.85993024494601 6.80163820902469, 2.86001335417201 6.80160738654166, 2.86004378178452 6.80168935888725))",6FR4RV25+MX9P
6.79640765,2.85588059,20.3740,0.6967,"POLYGON((2.85588004112974 6.79637795643529, 2.85590869450401 6.7964172900549, 2.85588112354076 6.79643735746779, 2.85585247016839 6.79639802384627, 2.85588004112974 6.79637795643529))",6FR4QVW4+H966
6.82216648,2.88593075,299.2737,0.9228,"POLYGON((2.88602472508996 6.82209113399449, 2.88594311893887 6.82228626154132, 2.88583677240788 6.8222418282866, 2.88591837859381 6.82204670075841, 2.88602472508996 6.82209113399449))",6FR4RVCP+V97Q
6.79737400,2.85490313,20.2529,0.6770,"POLYGON((2.85493140709211 6.79737911080861, 2.8548966643871 6.79740200131397, 2.85487483754174 6.79736890153768, 2.85490958024603 6.79734601103319, 2.85493140709211 6.79737911080861))",6FR4QVW3+WXRX
6.79823100,2.85240571,38.1723,0.7255,"POLYGON((2.85239509677511 6.79827223687482, 2.85236487697018 6.7982431688584, 2.85241630345054 6.79818975089473, 2.85244652325572 6.79821881890765, 2.85239509677511 6.79827223687482))",6FR4QVX2+7XR9
6.80318539,2.88322854,75.4309,0.8494,"POLYGON((2.8832857723182 6.80318290546514, 2.88321079258584 6.80323982714464, 2.88317130735364 6.80318786152438, 2.88324628708222 6.80313093985026, 2.8832857723182 6.80318290546514))",6FR4RV3M+77HF
6.79730703,2.85725675,101.5417,0.9009,"POLYGON((2.85731834386314 6.79732658941477, 2.85722894556838 6.79736533623729, 2.85719516498962 6.79728746335082, 2.85728456327249 6.79724871653424, 2.85731834386314 6.79732658941477))",6FR4QVW4+WWC6
6.79912079,2.85587446,28.3095,0.7965,"POLYGON((2.85590728027436 6.79911175661152, 2.85588667868693 6.7991525548208, 2.85584163626415 6.79912982981473, 2.85586223785435 6.79908903160734, 2.85590728027436 6.79911175661152))",6FR4QVX4+J8XX
6.79689251,2.85630083,102.4549,0.8785,"POLYGON((2.85636571308185 6.79689649633903, 2.85628682158927 6.79695595680847, 2.85623595096427 6.79688852020569, 2.85631484245162 6.79682905974405, 2.85636571308185 6.79689649633903))",6FR4QVW4+QG3P
6.79772633,2.85709091,63.0792,0.6699,"POLYGON((2.85713944833219 6.79770944681077, 2.85709612965782 6.79777743358311, 2.85704236655429 6.79774320725591, 2.8570856852328 6.79767522048869, 2.85713944833219 6.79770944681077))",6FR4QVX4+3RW5
6.80383022,2.90821008,35.1592,0.6775,"POLYGON((2.9082469667141 6.80383885904101, 2.90819913589863 6.80386647242516, 2.90817319377329 6.80382157641574, 2.90822102458556 6.8037939630338, 2.9082469667141 6.80383885904101))",6FR4RW35+G7P8
6.80255918,2.85891851,32.1807,0.6635,"POLYGON((2.85895738171042 6.8025538046525, 2.85894349027417 6.80258943729076, 2.85887962747982 6.80256456226834, 2.85889351891962 6.80252892963174, 2.85895738171042 6.8025538046525))",6FR4RV35+2HF7
6.80511537,2.86399818,990.8235,0.9287,"POLYGON((2.86400568445832 6.80499544280757, 2.86401323344852 6.80497051468948, 2.86420324149746 6.8050280034454, 2.86417306014365 6.80512766779703, 2.86411843568971 6.80511114065332, 2.86408404525107 6.80522470407574, 2.86410874504645 6.80523217723355, 2.86408699974285 6.8053039841252, 2.86396067489766 6.80526576333021, 2.86396799739974 6.80524158313762, 2.86380133092334 6.80519115653536, 2.86382239522248 6.80512159857374, 2.86384876863204 6.80512957811558, 2.86387651765672 6.80503794598353, 2.86385014425172 6.80502996644297, 2.86387277666866 6.80495523022968, 2.86400568445832 6.80499544280757))",6FR4RV47+2HXQ
6.80428430,2.86105195,388.7996,0.9366,"POLYGON((2.86118589840928 6.80427404148577, 2.86099674825175 6.80440672623923, 2.8609179890582 6.80429455015939, 2.86110713919266 6.80416186543537, 2.86118589840928 6.80427404148577))",6FR4RV36+PC78
6.79739553,2.85940872,114.0522,0.9187,"POLYGON((2.85946158185096 6.79743927772319, 2.85937413341834 6.79745477956784, 2.85935586080665 6.79735178951535, 2.85944330922099 6.7973362876735, 2.85946158185096 6.79743927772319))",6FR4QVW5+XQ3R
6.81961690,2.88270839,20.6007,0.7537,"POLYGON((2.88273752738217 6.81961933049164, 2.88270042847157 6.81964501432049, 2.88267924681288 6.81961444777081, 2.88271634572185 6.81958876394323, 2.88273752738217 6.81961933049164))",6FR4RV9M+R3WP
6.79684326,2.86051357,162.7033,0.9159,"POLYGON((2.86058703181364 6.79688156870842, 2.86049568495135 6.79692412876511, 2.86044010847355 6.79680494712682, 2.86053145531787 6.79676238708001, 2.86058703181364 6.79688156870842))",6FR4QVW6+P6JM
6.80149086,2.85375256,221.6744,0.9102,"POLYGON((2.85385176710593 6.80149226879675, 2.853790747761 6.8015823984838, 2.85365334325377 6.80148945497768, 2.85371436261178 6.80139932530786, 2.85385176710593 6.80149226879675))",6FR4RV23+HGRJ
6.82080967,2.88424032,184.9777,0.8945,"POLYGON((2.88432592490454 6.82078409626153, 2.88428140688504 6.82081748889272, 2.88429618951076 6.8208371777106, 2.88421408273693 6.82089876536138, 2.88415173280395 6.82081572213318, 2.88427835758812 6.82072074186586, 2.88432592490454 6.82078409626153))",6FR4RVCM+8MH8
6.79718668,2.84821956,9.3169,0.6677,"POLYGON((2.84823463554887 6.79717379348704, 2.84822807915323 6.79720460017842, 2.84820451271665 6.79719958899572, 2.84821106911373 6.79716878230469, 2.84823463554887 6.79717379348704))",6FR4QRWX+V7HC
6.82229252,2.88286960,46.9881,0.8050,"POLYGON((2.88288665261041 6.82233360324099, 2.8828329129902 6.82232478419407, 2.88284131173882 6.82227365517311, 2.88286933614371 6.82227825417415, 2.88287559160005 6.82224017284299, 2.88290130680901 6.82224439288748, 2.88288665261041 6.82233360324099))",6FR4RVCM+W49Q
6.80294825,2.88273730,132.5369,0.8922,"POLYGON((2.88281076476321 6.80295408535044, 2.88272369565337 6.80302064612528, 2.88266384038384 6.80294241783966, 2.88275090948763 6.80287585707532, 2.88281076476321 6.80295408535044))",6FR4RV3M+53HW
6.80154280,2.85597580,246.2324,0.9337,"POLYGON((2.85605304035067 6.8014666124699, 2.85600027846806 6.80164846540087, 2.85589854829192 6.80161897585163, 2.85595131020903 6.80143712293238, 2.85605304035067 6.8014666124699))",6FR4RV24+J99J
6.82217117,2.88524653,75.1324,0.7869,"POLYGON((2.88526783836673 6.82213806843577, 2.88525876366518 6.82216331929761, 2.88527784589134 6.82217017048001, 2.885286920592 6.82214491961792, 2.88530413805655 6.82215110128535, 2.88527957359301 6.8222194532788, 2.88519322200786 6.82218845005386, 2.88521778648205 6.82212009806491, 2.88526783836673 6.82213806843577))",6FR4RVCP+V39X
6.80221893,2.85678596,92.7686,0.8227,"POLYGON((2.85683412877951 6.80217916464453, 2.85681248426367 6.80227546192577, 2.85673778822835 6.80225868746707, 2.85675943275843 6.80216239018945, 2.85683412877951 6.80217916464453))",6FR4RV24+VPMJ
6.80389888,2.90796654,113.8046,0.8744,"POLYGON((2.9080414291324 6.80388999817043, 2.90793042282792 6.80396505210192, 2.9078916525416 6.80390776100143, 2.90800265883867 6.80383270707858, 2.9080414291324 6.80388999817043))",6FR4RW35+H54X
6.82213507,2.88218140,61.6201,0.6901,"POLYGON((2.88216677143508 6.8221951089469, 2.88213091082658 6.82217073659149, 2.88219602343625 6.82207502475414, 2.88223188404033 6.82209939710426, 2.88216677143508 6.8221951089469))",6FR4RVCJ+VV3H
6.79104251,2.83891047,189.2028,0.8140,"POLYGON((2.83899657614048 6.79101925911078, 2.83891167824906 6.79113166614152, 2.83882435456704 6.79106576802893, 2.83890925246527 6.79095336101502, 2.83899657614048 6.79101925911078))",6FR4QRRQ+CH7J
6.79739697,2.85545833,45.6260,0.7355,"POLYGON((2.85550180969281 6.79739653047565, 2.85546672122392 6.79743961438679, 2.85541484450412 6.79739740124898, 2.85544993297475 6.79735431734182, 2.85550180969281 6.79739653047565))",6FR4QVW4+X54W
6.79776986,2.85197346,123.0716,0.8789,"POLYGON((2.85204507701144 6.79776911702786, 2.85195913836975 6.79784000481327, 2.85190185155193 6.79777061480443, 2.85198779019002 6.79769972702971, 2.85204507701144 6.79776911702786))",6FR4QVX2+4Q5J
6.79885307,2.85229541,25.8949,0.7460,"POLYGON((2.85232814676579 6.79885827485192, 2.85228123421401 6.79888301969474, 2.85226266886142 6.79884785306719, 2.85230958141065 6.7988231082261, 2.85232814676579 6.79885827485192))",6FR4QVX2+GWV3
6.80451502,2.86129726,13.1666,0.6826,"POLYGON((2.86131343083458 6.80449820873778, 2.86131107522984 6.80453381862704, 2.86128108991416 6.80453183685648, 2.86128344552102 6.8044962269674, 2.86131343083458 6.80449820873778))",6FR4RV36+RG3P
6.79631437,2.85940386,148.6459,0.9056,"POLYGON((2.85947106682763 6.7963398007117, 2.85942195527223 6.79635749840119, 2.8594293009063 6.79637786526529, 2.85938026921639 6.79639553416827, 2.85933721824723 6.79627616889118, 2.8594353614732 6.79624080230594, 2.85947106682763 6.7963398007117))",6FR4QVW5+GQCH
6.82063721,2.88471491,134.3392,0.8799,"POLYGON((2.88478386393672 6.82061034378951, 2.88473946594087 6.8207069919097, 2.88464595960468 6.82066407837776, 2.88469035761484 6.82056743026638, 2.88478386393672 6.82061034378951))",6FR4RVCM+7V4H
6.82919605,2.90202165,86.2308,0.8079,"POLYGON((2.9020848 6.8291955, 2.9020519 6.8292514, 2.9019585 6.8291966, 2.9019914 6.8291407, 2.9020848 6.8291955))",6FR4RWH2+MRCW
6.80349940,2.90708625,20.9038,0.7533,"POLYGON((2.90711419015341 6.80350874524817, 2.90707164106213 6.80352498020623, 2.90705830273895 6.80349005371068, 2.90710085182751 6.80347381875363, 2.90711419015341 6.80350874524817))",6FR4RW34+9RWX
6.82857388,2.90225609,128.5150,0.8819,"POLYGON((2.90232657450212 6.82855316797494, 2.90229327478412 6.82863721378323, 2.90218560590143 6.82859459673126, 2.90221890563507 6.8285105509305, 2.90232657450212 6.82855316797494))",6FR4RWH2+CWCR
6.83585101,2.91045548,160.4810,0.8612,"POLYGON((2.9105198170572 6.83590139278399, 2.91041932039691 6.83592427951232, 2.91039113043676 6.83580062278318, 2.91049162707232 6.83577773606032, 2.9105198170572 6.83590139278399))",6FR4RWP6+85W4
6.82588927,2.90005591,154.8560,0.9059,"POLYGON((2.90013840887752 6.82589240848219, 2.90000991336637 6.82596587366665, 2.89998456807281 6.8259215865615, 2.9000017203122 6.82591178005535, 2.8999821198941 6.82587753125607, 2.9000934631523 6.82581387258818, 2.90013840887752 6.82589240848219))",6FR4RWG2+923H
6.80125068,2.85682528,132.7729,0.8883,"POLYGON((2.85687300678739 6.80117421152875, 2.85684051995877 6.80133951197837, 2.85677752780034 6.80132714286269, 2.85681001464914 6.80116184241785, 2.85687300678739 6.80117421152875))",6FR4RV24+GP43
6.82003319,2.88259053,165.5989,0.9327,"POLYGON((2.88258708268728 6.82011563559895, 2.88250838275067 6.82004134100567, 2.88259398110195 6.81995075380366, 2.88267268103742 6.82002504838324, 2.88258708268728 6.82011563559895))",6FR4RVCM+2289
6.80249381,2.85157814,36.2930,0.7494,"POLYGON((2.85160209390694 6.80252791004831, 2.85156169640595 6.80253210014597, 2.8515541807491 6.80245970425499, 2.85159457824411 6.80245551415787, 2.85160209390694 6.80252791004831))",6FR4RV22+XJWP
6.79668990,2.85663852,25.5302,0.6562,"POLYGON((2.85667006206573 6.79669763969816, 2.8566256819054 6.796719708931, 2.85660698849961 6.79668214965789, 2.85665136865755 6.79666008042663, 2.85667006206573 6.79669763969816))",6FR4QVW4+MMCF
6.83582405,2.87690509,159.0571,0.8872,"POLYGON((2.87696438671786 6.83576618869041, 2.87694012236719 6.83589910665763, 2.87684578716731 6.83588190326013, 2.87687005154291 6.83574898529815, 2.87696438671786 6.83576618869041))",6FR4RVPG+8QCX
6.79781073,2.85070086,56.8093,0.6586,"POLYGON((2.850751112894 6.79781303231222, 2.8507190723905 6.7978576074873, 2.85065060936607 6.79780843893317, 2.85068264987257 6.79776386376273, 2.850751112894 6.79781303231222))",6FR4QVX2+47GF
6.83565412,2.91036559,169.7488,0.7858,"POLYGON((2.91042884459755 6.83572009467439, 2.91034647234066 6.83574347590129, 2.91030233589886 6.83558814185595, 2.91038470813193 6.83556476063583, 2.91042884459755 6.83572009467439))",6FR4RWP6+7494
6.80006973,2.85812426,177.7857,0.9217,"POLYGON((2.85821431959953 6.80004844799072, 2.85819031219944 6.8001345159138, 2.85803419982739 6.80009100860031, 2.85805820725339 6.80000494068422, 2.85821431959953 6.80004844799072))",6FR4RV25+26HQ
6.80338448,2.90726394,384.9758,0.9318,"POLYGON((2.9074015637567 6.80336013377881, 2.90731784606542 6.80340876892061, 2.90733620092689 6.80344033589927, 2.90726995144648 6.80347882300313, 2.90725159658796 6.80344725602204, 2.90717532617935 6.80349156468387, 2.90712045963287 6.80339720425985, 2.90734669718036 6.80326577337963, 2.9074015637567 6.80336013377881))",6FR4RW34+9W27
6.79685243,2.84680858,21.3062,0.7333,"POLYGON((2.84680081455518 6.79688295417209, 2.84677811200187 6.79686043662763, 2.84681634739419 6.79682192019935, 2.84683904994769 6.79684443774191, 2.84680081455518 6.79688295417209))",6FR4QRWW+PPV5
6.80378194,2.85902737,124.8307,0.9044,"POLYGON((2.85899366925068 6.80386077194315, 2.85894849458685 6.80381559141186, 2.85906108138283 6.80370311921512, 2.85910625604709 6.80374829973612, 2.85899366925068 6.80386077194315))",6FR4RV35+GJ69
6.83288906,2.91059175,208.9432,0.9252,"POLYGON((2.91065641045931 6.8328069500959, 2.91063965943312 6.83282375987198, 2.91068322315843 6.8328671274555, 2.91056366393792 6.83298710595595, 2.91049584925898 6.83291959658467, 2.91063215950556 6.83278280832542, 2.91065641045931 6.8328069500959))",6FR4RWM6+564H
6.82317042,2.89393996,89.9724,0.8551,"POLYGON((2.89399997161283 6.82315922228359, 2.89396180302255 6.82322740544341, 2.89387994501474 6.82318162618522, 2.89391811361272 6.82311344303212, 2.89399997161283 6.82315922228359))",6FR4RVFV+7H8R
6.79733999,2.85910101,93.8232,0.8881,"POLYGON((2.85914849979276 6.79730023248769, 2.859144755894 6.797383828854, 2.85905352419282 6.79737974651305, 2.85905726810725 6.79729615014773, 2.85914849979276 6.79730023248769))",6FR4QVW5+WJQC
6.80394116,2.88199798,11.1409,0.6531,"POLYGON((2.88201827635746 6.80394766828757, 2.88199038010246 6.80396106058678, 2.88197767955 6.80393462875915, 2.88200557580405 6.80392123646056, 2.88201827635746 6.80394766828757))",6FR4RV3J+HQHQ
6.79992828,2.84937268,65.5072,0.8761,"POLYGON((2.84942584578258 6.79991979148172, 2.84940124792948 6.79997389682803, 2.84931951192755 6.79993676967488, 2.84934410978779 6.79988266433282, 2.84942584578258 6.79991979148172))",6FR4QRXX+XPH5
6.80252470,2.85455403,13.7526,0.6668,"POLYGON((2.85457311138963 6.80251016244459, 2.85456380127767 6.80254661728624, 2.85453495369084 6.80253925647603, 2.85454426380456 6.80250280163489, 2.85457311138963 6.80251016244459))",6FR4RV33+2R3W
6.82788889,2.90002015,100.9921,0.7801,"POLYGON((2.89998357510784 6.82787052936721, 2.90001930562833 6.82782914787352, 2.90008658258687 6.82788718011359, 2.90003119848775 6.82795132350968, 2.89994637361738 6.82787815465522, 2.8999660271981 6.82785539276122, 2.89998357510784 6.82787052936721))",6FR4RWH2+522G
6.82278300,2.87845402,33.6336,0.7793,"POLYGON((2.87848806393705 6.82276450117614, 2.87848483126696 6.82280649725223, 2.87841998035657 6.82280151014898, 2.87842321303235 6.82275951407319, 2.87848806393705 6.82276450117614))",6FR4RVFH+4988
6.79839684,2.85022262,139.1658,0.9090,"POLYGON((2.85029511481658 6.79836931413123, 2.85022444038713 6.7984743351878, 2.85015013157666 6.79842437198749, 2.8502208060161 6.79831935094109, 2.85029511481658 6.79836931413123))",6FR4QVX2+935R
6.79910223,2.85294534,15.0042,0.7230,"POLYGON((2.85297020679746 6.79910029962718, 2.85295183703782 6.79912629257114, 2.85292047211008 6.79910414556741, 2.85293884187038 6.79907815262459, 2.85297020679746 6.79910029962718))",6FR4QVX3+J5W3
6.80151850,2.85423005,197.4895,0.8903,"POLYGON((2.8543223 6.8015095, 2.8542709 6.8016017, 2.8541378 6.8015275, 2.8541892 6.8014353, 2.8543223 6.8015095))",6FR4RV23+JM5M
6.80403581,2.86083814,33.7207,0.7149,"POLYGON((2.86087406058193 6.80402562096642, 2.86085429574498 6.80406945942519, 2.86080221929791 6.80404600131675, 2.86082198413872 6.80400216286032, 2.86087406058193 6.80402562096642))",6FR4RV36+J88H
